ADJ_0,ADP_0,ADV_0,AUX_0,CCONJ_0,DET_0,INTJ_0,NOUN_0,NUM_0,PART_0,PRON_0,PROPN_0,SCONJ_0,VERB_0,ADJ_1,ADP_1,ADV_1,AUX_1,CCONJ_1,DET_1,INTJ_1,NOUN_1,NUM_1,PART_1,PRON_1,PROPN_1,SCONJ_1,VERB_1,LEN,CCONJ,SCONJ,AUX,VERB,VARIETY,NR_SENT,NR_WORDS
7.989510450583824,5.199227314345331,7.363185718207876,6.907119675376756,3.661264287080963,3.776618368421943,9.210340371976182,9.376199459935378,7.643960196975783,3.6156289923743437,4.720581037499419,9.165008897853381,6.176110676069796,9.003326202591856,9.77992923967772,5.987472525838444,8.252743884657068,7.986193384639148,5.456141451741604,7.163648540451312,9.210340371976182,10.5958294905779,8.184895261655477,12.480509491231935,5.732181949177899,12.307750848919195,6.900989414134755,9.394263210137112,30.5,1.0,1.5,4.5,4.5,10.0,26,536
9.854697388366697,4.950481371276509,8.00356202934253,6.128472878112658,5.456141451741604,2.9243422774673182,,9.960428978450087,8.477972478262956,3.6156289923743437,6.1469494499483766,10.849173670007907,6.116857512841161,9.510095025662233,11.987958826524439,6.1308639408467585,9.25638431047759,6.999870567889943,5.663600685023369,3.776618368421943,,11.166356459788695,9.075821248832174,4.381929979045388,7.943392768488859,11.762699016431583,6.870543022321539,11.518170282177165,37.0,1.0,1.0,1.0,5.0,11.0,34,783
8.8387768155437,3.9845936982629815,6.979984909956964,5.069867224054725,3.661264287080963,2.9243422774673182,,10.061311637729695,12.118061768207461,4.296785424970827,5.318520073865556,11.120883377194204,5.024672936793296,9.431508061316848,11.099557106514162,5.456141451741604,8.811031917721198,6.081293529386015,4.109983578246124,3.776618368421943,,12.551981905906233,12.371208357231373,7.230719165578558,5.732181949177899,11.411423558152928,7.376211881180288,10.928284565582599,26.0,0.0,0.0,2.0,2.0,11.0,14,271
8.933168183874834,3.9845936982629815,10.140430512553982,5.019171625118542,3.661264287080963,2.9243422774673182,,10.872223110339648,10.305588535793254,4.977941857567313,4.720581037499419,12.180404898781596,6.704041504283273,9.670789788417107,10.989701141303687,5.278801898376145,10.803735320887293,5.397094526170882,3.661264287080963,3.776618368421943,,12.180404898781596,14.814192705515413,7.230719165578558,6.128472878112658,12.969769287237197,6.831362613470063,11.523716068987031,25.5,1.5,0.0,2.0,2.0,10.0,16,345
8.858568838449047,4.950481371276509,10.380475450649119,5.871018394032115,3.661264287080963,2.9243422774673182,,10.03885659951198,8.266434473069054,7.230719165578558,6.123853735153728,11.669622645723166,4.914846592267949,9.533304258572603,11.499130840368286,5.725528098209445,13.788161334032171,6.057604349612527,3.661264287080963,3.776618368421943,,11.863012613627477,9.934494875523514,7.230719165578558,6.911169002184616,14.713183325327373,6.1749158312091295,10.533977873170059,35.5,1.0,1.0,2.5,3.5,10.0,22,412
9.081900741910635,5.3882420740760235,8.866750667586105,5.871018394032115,5.263133405434887,3.776618368421943,,10.426655248479019,5.825950108630408,3.6156289923743437,6.194805471126012,11.512925464970229,6.057604349612527,9.431553130390913,9.789998980429733,7.156988994570639,10.545941618780555,5.871018394032115,5.663600685023369,3.776618368421943,,10.982297213908058,5.825950108630408,11.430551426101259,8.128535201624453,11.761628338759538,6.525187360765813,10.533169917681535,27.0,1.5,1.0,2.5,3.5,9.0,18,327
9.32575122348751,4.585367558691911,8.910235779525845,5.272649619799459,3.661264287080963,2.9243422774673182,,9.670789788417107,9.910684876464321,4.977941857567312,6.5856717798130235,9.441012189711184,6.8671600898978475,9.993412260064115,9.912222646337122,5.374453667547424,9.316311313766708,6.057604349612527,5.456141451741604,3.776618368421943,,11.37316352259507,12.118061768207461,7.230719165578558,6.5856717798130235,11.288313390332764,7.214557091959792,11.551190151889916,37.0,1.0,1.0,2.0,4.0,11.0,34,843
10.109282465515724,5.134499281318642,6.750751530172472,5.2030071867437115,3.661264287080963,2.9243422774673182,,10.40766863358345,8.052220831452608,3.9562072086725864,5.91308973080934,12.1098197772755,6.057604349612527,9.11967742373058,11.155780477704827,6.3538701583918185,10.072624481820048,6.123853735153728,3.661264287080963,3.776618368421943,,11.812502936677001,8.318315610709076,7.1351092109929075,6.1469494499483766,15.089634770983556,6.780434169795347,11.705466515675798,28.5,0.5,1.5,1.5,4.5,10.5,20,335
9.215774773015374,3.9845936982629815,7.989510450583824,5.2030071867437115,3.661264287080963,3.776618368421943,,10.38027418672274,16.40978574480764,3.6156289923743437,6.214608098422191,10.343802972655347,8.517193191416238,9.835820908894924,11.081578050963115,7.1882542679784205,8.817363256903107,5.269167498146672,3.661264287080963,3.776618368421943,,11.674797182096828,16.40978574480764,3.6156289923743437,6.414977518430804,11.79817244401162,8.517193191416238,11.050569142928447,24.0,0.0,0.0,1.0,3.0,8.0,15,253
9.348453674105818,4.585367558691911,8.003618804561395,5.871018394032115,3.661264287080963,2.9243422774673182,8.059768344377362,10.03816245586273,11.491623788102096,5.318520073865556,5.977185541645563,10.86582222291169,5.134499281318642,9.896181315638175,10.286168396468826,5.456141451741604,9.251779916627449,6.287178791257027,5.456141451741604,5.4865992378484085,12.124542208080276,11.31702297125157,20.717358979337636,7.230719165578558,6.194805471126012,13.175912580344741,6.534011318409351,10.53948056719723,40.0,1.0,0.0,1.0,5.0,11.0,49,1183
